OrderID,OrderDate,Region,City,Channel,DistributorID,ProductID,Quantity,UnitPrice,DiscountPct,ReturnedQty,Revenue
ORD103107,2024-04-17,North,Chandigarh,General Trade,DIST-NO-3,SKU022,1,479.0,0.0,0,479.0
ORD119177,2025-09-18,North,Delhi,Modern Trade,DIST-NO-3,SKU021,2,349.0,0.0,0,698.0
ORD116982,2025-06-29,North,Lucknow,General Trade,DIST-NO-3,SKU005,5,99.0,0.0,0,495.0
ORD115865,2025-05-29,North,Chandigarh,General Trade,DIST-NO-1,SKU003,1,197.1,10.0,0,197.1
ORD108212,2024-10-12,North,Delhi,General Trade,DIST-NO-1,SKU006,10,49.0,0.0,0,490.0
ORD113317,2025-03-13,East,Patna,General Trade,DIST-EA-2,SKU008,4,101.15,15.0,0,404.6
ORD110639,2024-12-17,North,Delhi,Pharmacy,DIST-NO-1,SKU013,2,160.55,5.0,0,321.1
ORD101202,2024-02-12,East,Patna,General Trade,DIST-EA-1,SKU011,3,109.48,8.0,0,328.44
ORD100200,2024-01-07,East,Kolkata,Modern Trade,DIST-EA-3,SKU005,3,99.0,0.0,0,297.0
ORD120079,2025-10-14,West,Mumbai,Modern Trade,DIST-WE-3,SKU002,1,109.0,0.0,0,109.0
ORD115269,2025-05-12,East,Kolkata,E-commerce,DIST-EA-3,SKU019,1,189.0,0.0,0,189.0
ORD120289,2025-10-19,North,Delhi,General Trade,DIST-NO-3,SKU012,2,118.15,15.0,0,236.3
ORD107900,2024-10-04,South,Bengaluru,Modern Trade,DIST-SO-3,SKU022,5,407.15,15.0,0,2035.75
ORD116760,2025-06-22,West,Pune,Modern Trade,DIST-WE-2,SKU014,5,188.1,10.0,0,940.5
ORD122412,2025-12-09,South,Chennai,Modern Trade,DIST-SO-3,SKU001,1,119.0,0.0,0,119.0
ORD115713,2025-05-25,East,Kolkata,Modern Trade,DIST-EA-3,SKU018,5,968.05,5.0,0,4840.25
ORD119314,2025-09-22,East,Kolkata,E-commerce,DIST-EA-2,SKU016,2,649.0,0.0,0,1298.0
ORD115133,2025-05-08,South,Hyderabad,Pharmacy,DIST-SO-3,SKU010,10,169.0,0.0,0,1690.0
ORD105979,2024-07-21,North,Chandigarh,General Trade,DIST-NO-1,SKU012,2,132.05,5.0,0,264.1
ORD119133,2025-09-16,South,Bengaluru,General Trade,DIST-SO-2,SKU008,12,119.0,0.0,0,1428.0
ORD101034,2024-02-06,East,Bhubaneswar,Pharmacy,DIST-EA-1,SKU004,12,209.0,0.0,0,2508.0
ORD105029,2024-06-16,West,Mumbai,General Trade,DIST-WE-2,SKU002,1,109.0,0.0,0,109.0
ORD109212,2024-11-08,West,Ahmedabad,Modern Trade,DIST-WE-2,SKU016,1,649.0,0.0,0,649.0
ORD121056,2025-11-06,North,Delhi,General Trade,DIST-NO-1,SKU004,1,198.55,5.0,0,198.55
ORD118977,2025-09-11,South,Hyderabad,General Trade,DIST-SO-2,SKU020,2,279.0,0.0,0,558.0
ORD121246,2025-11-11,East,Kolkata,Pharmacy,DIST-EA-3,SKU009,3,94.05,5.0,0,282.15
ORD116941,2025-06-28,North,Chandigarh,Pharmacy,DIST-NO-1,SKU009,2,99.0,0.0,0,198.0
ORD105473,2024-06-29,West,Ahmedabad,Pharmacy,DIST-WE-1,SKU005,2,99.0,0.0,0,198.0
ORD106789,2024-08-23,West,Pune,General Trade,DIST-WE-2,SKU004,1,198.55,5.0,0,198.55
ORD117982,2025-08-05,Central,Bhopal,General Trade,DIST-CE-1,SKU021,4,321.08,8.0,0,1284.32
ORD104326,2024-05-26,Central,Nagpur,General Trade,DIST-CE-2,SKU020,6,265.05,5.0,0,1590.3
ORD117264,2025-07-08,South,Chennai,General Trade,DIST-SO-1,SKU011,6,95.2,20.0,0,571.2
ORD100247,2024-01-09,Central,Nagpur,General Trade,DIST-CE-1,SKU002,4,103.55,5.0,0,414.2
ORD107936,2024-10-05,West,Pune,E-commerce,DIST-WE-3,SKU006,3,49.0,0.0,0,147.0
ORD104955,2024-06-14,North,Chandigarh,Pharmacy,DIST-NO-1,SKU013,1,152.1,10.0,0,152.1
ORD100322,2024-01-11,East,Patna,Pharmacy,DIST-EA-3,SKU020,4,265.05,5.0,0,1060.2
ORD115517,2025-05-19,South,Hyderabad,General Trade,DIST-SO-3,SKU011,10,107.1,10.0,0,1071.0
ORD118425,2025-08-22,Central,Nagpur,General Trade,DIST-CE-1,SKU018,10,937.48,8.0,0,9374.8
ORD108647,2024-10-25,west,Pune,General Trade,DIST-WE-1,SKU009,2,89.1,10.0,0,178.2
ORD113623,2025-03-24,Central,Bhopal,E-commerce,DIST-CE-1,SKU012,3,139.0,0.0,0,417.0
ORD103544,2024-05-01,South,Chennai,General Trade,DIST-SO-2,SKU009,4,89.1,10.0,0,356.4
ORD120662,2025-10-28,North,Delhi,General Trade,DIST-NO-2,SKU007,1,81.88,8.0,0,81.88
ORD102812,2024-04-07,South,Hyderabad,General Trade,DIST-SO-1,SKU010,4,169.0,0.0,0,676.0
ORD103143,2024-04-18,South,Chennai,General Trade,DIST-SO-1,SKU017,6,1259.0,0.0,0,7554.0
ORD102888,2024-04-10,West,Mumbai,E-commerce,DIST-WE-3,SKU012,1,132.05,5.0,0,132.05
ORD112743,2025-02-22,South,Chennai,E-commerce,DIST-SO-1,SKU004,2,209.0,0.0,0,418.0
ORD112990,2025-03-02,West,Ahmedabad,General Trade,DIST-WE-2,SKU002,2,109.0,0.0,0,218.0
ORD100482,2024-01-17,East,Bhubaneswar,E-commerce,DIST-EA-1,SKU005,2,99.0,0.0,0,198.0
ORD102365,2024-03-24,West,Ahmedabad,General Trade,DIST-WE-3,SKU006,5,46.55,5.0,0,232.75
ORD106090,2024-07-26,South,Hyderabad,General Trade,DIST-SO-3,SKU013,1,169.0,0.0,0,169.0
ORD104910,2024-06-13,North,Lucknow,General Trade,DIST-NO-1,SKU003,10,219.0,0.0,0,2190.0
ORD107694,2024-09-27,Central,Bhopal,General Trade,DIST-CE-3,SKU008,1,119.0,0.0,0,119.0
ORD107767,2024-09-30,South,Bengaluru,Modern Trade,DIST-SO-1,SKU001,10,109.48,8.0,0,1094.8
ORD120980,2025-11-04,Central,Bhopal,General Trade,DIST-CE-1,SKU010,5,169.0,0.0,0,845.0
ORD118669,2025-09-01,South,Hyderabad,General Trade,DIST-SO-1,SKU015,3,141.55,5.0,0,424.65
ORD113276,2025-03-12,East,Kolkata,Modern Trade,DIST-EA-2,SKU021,2,279.2,20.0,0,558.4
ORD107933,2024-10-05,East,Kolkata,General Trade,DIST-EA-1,SKU004,10,198.55,5.0,0,1985.5
ORD108281,2024-10-14,East,Bhubaneswar,E-commerce,DIST-EA-3,SKU003,1,186.15,15.0,0,186.15
ORD119662,2025-10-03,East,Patna,General Trade,DIST-EA-2,SKU021,12,296.65,15.0,0,3559.8
ORD108581,2024-10-23,East,Kolkata,Modern Trade,DIST-EA-3,SKU006,1,49.0,0.0,0,49.0
ORD112067,2025-01-30,North,,E-commerce,DIST-NO-1,SKU014,3,198.55,5.0,0,595.65
ORD118231,2025-08-15,South,Bengaluru,General Trade,DIST-SO-2,SKU005,5,99.0,0.0,0,495.0
ORD117695,2025-07-24,Central,Nagpur,Modern Trade,DIST-CE-3,SKU009,4,99.0,0.0,0,396.0
ORD118454,2025-08-23,south,Hyderabad,General Trade,DIST-SO-3,SKU008,6,107.1,10.0,0,642.6
ORD112663,2025-02-19,North,Chandigarh,E-commerce,DIST-NO-3,SKU014,5,167.2,20.0,0,836.0
ORD110574,2024-12-15,West,Ahmedabad,General Trade,DIST-WE-3,SKU009,1,99.0,0.0,0,99.0
ORD118306,2025-08-17,North,Lucknow,General Trade,DIST-NO-1,SKU002,5,109.0,0.0,0,545.0
ORD122406,2025-12-09,East,Kolkata,General Trade,DIST-EA-1,SKU017,10,1196.05,5.0,0,11960.5
ORD112053,2025-01-30,North,Lucknow,General Trade,DIST-NO-3,SKU015,2,141.55,5.0,0,283.1
ORD121460,2025-11-16,South,Hyderabad,General Trade,DIST-SO-3,SKU005,5,94.05,5.0,0,470.25
ORD112365,2025-02-09,North,Chandigarh,E-commerce,DIST-NO-2,SKU008,5,119.0,0.0,0,595.0
ORD119424,2025-09-26,Central,Bhopal,Modern Trade,DIST-CE-1,SKU016,12,649.0,0.0,0,7788.0
ORD111465,2025-01-10,East,Kolkata,General Trade,DIST-EA-3,SKU012,2,139.0,0.0,0,278.0
ORD106807,2024-08-24,West,Pune,General Trade,DIST-WE-2,SKU016,1,551.65,15.0,0,551.65
ORD108694,2024-10-26,West,Pune,General Trade,DIST-WE-2,SKU001,3,119.0,0.0,0,357.0
ORD105150,2024-06-19,South,Bengaluru,General Trade,DIST-SO-3,SKU004,2,209.0,0.0,0,418.0
ORD115463,2025-05-18,North,Delhi,Modern Trade,DIST-NO-3,SKU018,3,1019.0,0.0,0,3057.0
ORD102404,2024-03-25,East,Bhubaneswar,General Trade,DIST-EA-1,SKU003,1,219.0,0.0,0,219.0
ORD119253,2025-09-20,Central,Nagpur,Modern Trade,DIST-CE-2,SKU019,1,173.88,8.0,0,173.88
ORD101247,2024-02-13,Central,Bhopal,General Trade,DIST-CE-2,SKU018,10,1019.0,0.0,0,10190.0
ORD122668,2025-12-15,South,Chennai,General Trade,DIST-SO-1,SKU012,2,139.0,0.0,0,278.0
ORD110422,2024-12-11,West,Ahmedabad,E-commerce,DIST-WE-2,SKU002,2,109.0,0.0,0,218.0
ORD101363,2024-02-18,North,Delhi,Modern Trade,DIST-NO-1,SKU015,2,137.08,8.0,0,274.16
ORD122392,2025-12-08,South,Bengaluru,Modern Trade,DIST-SO-3,SKU004,3,198.55,5.0,0,595.65
ORD103086,2024-04-16,East,Patna,General Trade,DIST-EA-2,SKU001,3,119.0,0.0,0,357.0
ORD110352,2024-12-09,North,Delhi,E-commerce,DIST-NO-1,SKU011,4,119.0,0.0,3,476.0
ORD116090,2025-06-04,South,Chennai,General Trade,DIST-SO-1,SKU016,6,649.0,0.0,0,3894.0
ORD111220,2025-01-02,South,Bengaluru,E-commerce,DIST-SO-1,SKU003,1,219.0,0.0,0,219.0
ORD117218,2025-07-06,South,Hyderabad,Pharmacy,DIST-SO-2,SKU016,1,584.1,10.0,0,584.1
ORD103475,2024-04-29,East,Kolkata,General Trade,DIST-EA-3,SKU002,10,109.0,0.0,0,1090.0
ORD109521,2024-11-17,South,Hyderabad,Modern Trade,DIST-SO-1,SKU015,2,141.55,5.0,0,283.1
ORD119555,2025-09-30,North,Delhi,Pharmacy,DIST-NO-2,SKU006,3,49.0,0.0,0,147.0
ORD118356,2025-08-19,East,Kolkata,E-commerce,DIST-EA-1,SKU006,4,45.08,8.0,0,180.32
ORD118566,2025-08-27,North,Delhi,Modern Trade,DIST-NO-2,SKU004,2,192.28,8.0,0,384.56
ORD112102,2025-02-01,East,Kolkata,General Trade,DIST-EA-1,SKU011,3,119.0,0.0,0,357.0
ORD116029,2025-06-02,East,Bhubaneswar,General Trade,DIST-EA-1,SKU013,3,135.2,20.0,0,405.6
ORD122291,2025-12-06,South,Hyderabad,E-commerce,DIST-SO-3,SKU021,5,331.55,5.0,0,1657.75
ORD112922,2025-02-28,East,Patna,General Trade,DIST-EA-3,SKU003,2,219.0,0.0,0,438.0
ORD115998,2025-06-01,West,Pune,Modern Trade,DIST-WE-1,SKU006,3,49.0,0.0,0,147.0
ORD122599,2025-12-13,South,Chennai,General Trade,DIST-SO-3,SKU010,2,155.48,8.0,0,310.96
ORD116924,2025-06-27,South,Chennai,Modern Trade,DIST-SO-1,SKU019,1,189.0,0.0,0,189.0
ORD121142,2025-11-08,South,Chennai,E-commerce,DIST-SO-3,SKU013,1,169.0,0.0,0,169.0
ORD123096,2025-12-26,North,Chandigarh,General Trade,DIST-NO-2,SKU017,1,1259.0,0.0,0,1259.0
ORD115934,2025-05-31,West,Mumbai,E-commerce,DIST-WE-2,SKU003,4,219.0,0.0,0,876.0
ORD109008,2024-11-03,East,Bhubaneswar,E-commerce,DIST-EA-2,SKU021,4,349.0,0.0,0,1396.0
ORD101843,2024-03-05,North,Delhi,Modern Trade,DIST-NO-1,SKU016,1,597.08,8.0,0,597.08
ORD111418,2025-01-08,South,Hyderabad,E-commerce,DIST-SO-1,SKU018,6,1019.0,0.0,0,6114.0
ORD119643,2025-10-03,Central,Nagpur,General Trade,DIST-CE-3,SKU010,2,169.0,0.0,0,338.0
ORD103095,2024-04-17,North,Lucknow,E-commerce,DIST-NO-1,SKU021,1,321.08,8.0,0,321.08
ORD107013,2024-09-01,South,Bengaluru,E-commerce,DIST-SO-3,SKU020,1,237.15,15.0,0,237.15
ORD118199,2025-08-13,Central,Nagpur,Modern Trade,DIST-CE-2,SKU011,1,107.1,10.0,0,107.1
ORD116220,2025-06-07,North,Chandigarh,Modern Trade,DIST-NO-2,SKU006,1,44.1,10.0,0,44.1
ORD106338,2024-08-06,East,Kolkata,Modern Trade,DIST-EA-2,SKU005,1,94.05,5.0,0,94.05
ORD121018,2025-11-05,South,Chennai,General Trade,DIST-SO-2,SKU009,10,84.15,15.0,0,841.5
ORD111604,2025-01-14,West,Pune,General Trade,DIST-WE-3,SKU013,5,152.1,10.0,0,760.5
ORD105297,2024-06-24,South,Bengaluru,Modern Trade,DIST-SO-1,SKU012,1,139.0,0.0,0,139.0
ORD121804,2025-11-25,North,Chandigarh,Pharmacy,DIST-NO-1,SKU022,4,407.15,15.0,0,1628.6
ORD110646,2024-12-17,North,Lucknow,General Trade,DIST-NO-2,SKU018,10,1019.0,0.0,0,10190.0
ORD113184,2025-03-09,North,Chandigarh,Modern Trade,DIST-NO-1,SKU006,6,41.65,15.0,0,249.9
ORD109726,2024-11-23,West,Pune,Modern Trade,DIST-WE-3,SKU003,1,208.05,5.0,0,208.05
ORD103499,2024-04-30,Central,Nagpur,Modern Trade,DIST-CE-1,SKU021,1,349.0,0.0,0,349.0
ORD102714,2024-04-05,North,Chandigarh,Pharmacy,DIST-NO-3,SKU007,2,89.0,0.0,0,178.0
ORD120543,2025-10-25,North,Chandigarh,General Trade,DIST-NO-2,SKU019,4,179.55,5.0,0,718.2
ORD122727,2025-12-16,North,Chandigarh,General Trade,DIST-NO-3,SKU019,2,189.0,0.0,0,378.0
ORD112350,2025-02-08,North,Lucknow,Modern Trade,DIST-NO-1,SKU009,5,99.0,0.0,0,495.0
ORD115773,2025-05-27,North,Lucknow,General Trade,DIST-NO-3,SKU013,2,169.0,0.0,0,338.0
ORD100939,2024-02-02,North,Chandigarh,General Trade,DIST-NO-1,SKU006,1,49.0,0.0,0,49.0
ORD116004,2025-06-02,Central,Bhopal,General Trade,DIST-CE-3,SKU014,2,192.28,8.0,0,384.56
ORD122191,2025-12-03,North,Chandigarh,Pharmacy,DIST-NO-3,SKU012,5,127.88,8.0,0,639.4
ORD119422,2025-09-26,West,Ahmedabad,General Trade,DIST-WE-1,SKU001,2,119.0,0.0,0,238.0
ORD115561,2025-05-21,East,Kolkata,E-commerce,DIST-EA-3,SKU007,1,89.0,0.0,0,89.0
ORD120151,2025-10-15,South,Hyderabad,E-commerce,DIST-SO-2,SKU003,1,219.0,0.0,0,219.0
ORD103909,2024-05-12,South,Bengaluru,E-commerce,DIST-SO-1,SKU013,1,169.0,0.0,0,169.0
ORD108544,2024-10-22,South,Hyderabad,General Trade,DIST-SO-1,SKU019,2,189.0,0.0,0,378.0
ORD114126,2025-04-09,north,Lucknow,E-commerce,DIST-NO-1,SKU002,1,103.55,5.0,1,103.55
ORD112533,2025-02-14,East,Kolkata,Modern Trade,DIST-EA-2,SKU002,1,109.0,0.0,0,109.0
ORD100232,2024-01-08,North,Lucknow,General Trade,DIST-NO-2,SKU003,1,197.1,10.0,0,197.1
ORD102405,2024-03-25,West,Mumbai,Modern Trade,DIST-WE-1,SKU005,4,89.1,10.0,0,356.4
ORD107247,2024-09-10,South,Hyderabad,Pharmacy,DIST-SO-3,SKU022,3,479.0,0.0,0,1437.0
ORD106321,2024-08-05,West,Pune,Modern Trade,DIST-WE-3,SKU009,2,94.05,5.0,0,188.1
ORD119363,2025-09-23,East,Patna,Pharmacy,DIST-EA-3,SKU013,3,169.0,0.0,0,507.0
ORD117789,2025-07-28,North,Lucknow,General Trade,DIST-NO-2,SKU006,1,39.2,20.0,0,39.2
ORD116069,2025-06-03,North,Lucknow,Modern Trade,DIST-NO-2,SKU008,4,119.0,0.0,0,476.0
ORD107687,2024-09-26,North,Chandigarh,General Trade,DIST-NO-2,SKU019,1,160.65,15.0,0,160.65
ORD108286,2024-10-15,East,Patna,General Trade,DIST-EA-2,SKU017,2,1133.1,10.0,0,2266.2
ORD119097,2025-09-14,East,Bhubaneswar,General Trade,DIST-EA-2,SKU016,6,649.0,0.0,0,3894.0
ORD118723,2025-09-02,South,Hyderabad,E-commerce,DIST-SO-1,SKU022,4,479.0,0.0,0,1916.0
ORD116491,2025-06-14,South,Bengaluru,General Trade,DIST-SO-2,SKU003,1,197.1,10.0,0,197.1
ORD103292,2024-04-23,South,Hyderabad,Modern Trade,DIST-SO-2,SKU007,10,75.65,15.0,0,756.5
ORD119032,2025-09-12,West,Ahmedabad,E-commerce,DIST-WE-3,SKU015,2,134.1,10.0,0,268.2
ORD119925,2025-10-10,West,Ahmedabad,Modern Trade,DIST-WE-3,SKU008,3,119.0,0.0,0,357.0
ORD107525,2024-09-20,East,Bhubaneswar,General Trade,DIST-EA-1,SKU020,3,279.0,0.0,0,837.0
ORD106013,2024-07-22,Central,Nagpur,General Trade,DIST-CE-2,SKU005,3,99.0,0.0,0,297.0
ORD113388,2025-03-16,Central,Bhopal,General Trade,DIST-CE-3,SKU005,3,99.0,0.0,0,297.0
ORD106132,2024-07-28,East,Bhubaneswar,General Trade,DIST-EA-2,SKU006,2,49.0,0.0,0,98.0
ORD120965,2025-11-04,central,Bhopal,General Trade,DIST-CE-3,SKU015,2,149.0,0.0,1,298.0
ORD113743,2025-03-28,East,Kolkata,Pharmacy,DIST-EA-1,SKU006,3,49.0,0.0,0,147.0
ORD100885,2024-01-31,West,Pune,General Trade,DIST-WE-3,SKU009,5,99.0,0.0,0,495.0
ORD107219,2024-09-09,Central,Bhopal,General Trade,DIST-CE-1,SKU004,5,209.0,0.0,0,1045.0
ORD115650,2025-05-23,West,Pune,Pharmacy,DIST-WE-2,SKU018,12,1019.0,0.0,0,12228.0
ORD118594,2025-08-28,East,Kolkata,Modern Trade,DIST-EA-1,SKU014,10,209.0,0.0,0,2090.0
ORD111341,2025-01-06,East,Patna,General Trade,DIST-EA-3,SKU009,10,94.05,5.0,0,940.5
ORD111933,2025-01-26,south,Hyderabad,General Trade,DIST-SO-2,SKU022,1,479.0,0.0,0,479.0
ORD118980,2025-09-11,Central,Bhopal,E-commerce,DIST-CE-2,SKU005,2,99.0,0.0,0,198.0
ORD107512,2024-09-19,East,Kolkata,Modern Trade,DIST-EA-3,SKU014,5,177.65,15.0,0,888.25
ORD105700,2024-07-07,East,Bhubaneswar,General Trade,DIST-EA-3,SKU007,4,89.0,0.0,0,356.0
ORD121644,2025-11-21,Central,Bhopal,Modern Trade,DIST-CE-2,SKU011,2,109.48,8.0,0,218.96
ORD111247,2025-01-03,Central,Nagpur,General Trade,DIST-CE-2,SKU010,2,169.0,0.0,0,338.0
ORD105283,2024-06-24,East,,Modern Trade,DIST-EA-3,SKU022,3,383.2,20.0,0,1149.6
ORD100108,2024-01-04,South,Chennai,Pharmacy,DIST-SO-3,SKU017,1,1158.28,8.0,0,1158.28
ORD106027,2024-07-22,South,Hyderabad,General Trade,DIST-SO-1,SKU013,5,169.0,0.0,0,845.0
ORD111941,2025-01-26,North,Delhi,General Trade,DIST-NO-2,SKU010,1,169.0,0.0,0,169.0
ORD122196,2025-12-03,North,Delhi,E-commerce,DIST-NO-2,SKU007,10,81.88,8.0,0,818.8
ORD111496,2025-01-11,North,Delhi,Modern Trade,DIST-NO-1,SKU019,2,189.0,0.0,0,378.0
ORD102798,2024-04-07,Central,Bhopal,General Trade,DIST-CE-2,SKU008,2,107.1,10.0,0,214.2
ORD121094,2025-11-07,East,Bhubaneswar,General Trade,DIST-EA-1,SKU019,3,189.0,0.0,0,567.0
ORD101296,2024-02-15,South,Chennai,General Trade,DIST-SO-3,SKU011,1,107.1,10.0,0,107.1
ORD101542,2024-02-23,East,Kolkata,General Trade,DIST-EA-2,SKU014,1,209.0,0.0,0,209.0
ORD117678,2025-07-24,East,Kolkata,General Trade,DIST-EA-1,SKU017,4,1196.05,5.0,0,4784.2
